,Timestamp,Verified Water Level
117,2021/10/19 11:42,2.19
118,2021/10/19 11:48,2.25
119,2021/10/19 11:54,2.27
120,2021/10/19 12:00,2.28
121,2021/10/19 12:06,2.33
122,2021/10/19 12:12,2.33
123,2021/10/19 12:18,2.36
124,2021/10/19 12:24,2.35
125,2021/10/19 12:30,2.38
126,2021/10/19 12:36,2.38
127,2021/10/19 12:42,2.37
128,2021/10/19 12:48,2.31
129,2021/10/19 12:54,2.29
130,2021/10/19 13:00,2.26
131,2021/10/19 13:06,2.24
132,2021/10/19 13:12,2.21
133,2021/10/19 13:18,2.18
134,2021/10/19 13:24,2.12
135,2021/10/19 13:30,2.04
136,2021/10/19 13:36,1.99
137,2021/10/19 13:42,1.95
138,2021/10/19 13:48,1.89
139,2021/10/19 13:54,1.85
140,2021/10/19 14:00,1.81
141,2021/10/19 14:06,1.75
142,2021/10/19 14:12,1.7
143,2021/10/19 14:18,1.63
144,2021/10/19 14:24,1.54
145,2021/10/19 14:30,1.47
146,2021/10/19 14:36,1.39
147,2021/10/19 14:42,1.33
148,2021/10/19 14:48,1.21
149,2021/10/19 14:54,1.12
150,2021/10/19 15:00,1.0
151,2021/10/19 15:06,0.92
152,2021/10/19 15:12,0.78
153,2021/10/19 15:18,0.67
154,2021/10/19 15:24,0.56
155,2021/10/19 15:30,0.42
156,2021/10/19 15:36,0.28
157,2021/10/19 15:42,0.14
158,2021/10/19 15:48,0.02
159,2021/10/19 15:54,-0.1
160,2021/10/19 16:00,-0.23
161,2021/10/19 16:06,-0.37
162,2021/10/19 16:12,-0.47
163,2021/10/19 16:18,-0.59
164,2021/10/19 16:24,-0.72
165,2021/10/19 16:30,-0.85
166,2021/10/19 16:36,-0.95
167,2021/10/19 16:42,-1.05
168,2021/10/19 16:48,-1.17
169,2021/10/19 16:54,-1.27
170,2021/10/19 17:00,-1.35
171,2021/10/19 17:06,-1.46
172,2021/10/19 17:12,-1.54
173,2021/10/19 17:18,-1.64
174,2021/10/19 17:24,-1.72
175,2021/10/19 17:30,-1.79
176,2021/10/19 17:36,-1.84
177,2021/10/19 17:42,-1.9
178,2021/10/19 17:48,-1.97
179,2021/10/19 17:54,-2.01
180,2021/10/19 18:00,-2.05
181,2021/10/19 18:06,-2.04
182,2021/10/19 18:12,-2.05
183,2021/10/19 18:18,-2.06
184,2021/10/19 18:24,-2.09
185,2021/10/19 18:30,-2.11
186,2021/10/19 18:36,-2.06
187,2021/10/19 18:42,-2.09
188,2021/10/19 18:48,-2.04
189,2021/10/19 18:54,-2.03
190,2021/10/19 19:00,-1.99
191,2021/10/19 19:06,-2.0
192,2021/10/19 19:12,-1.94
193,2021/10/19 19:18,-1.94
194,2021/10/19 19:24,-1.94
195,2021/10/19 19:30,-1.88
196,2021/10/19 19:36,-1.84
197,2021/10/19 19:42,-1.76
198,2021/10/19 19:48,-1.73
199,2021/10/19 19:54,-1.69
200,2021/10/19 20:00,-1.61
201,2021/10/19 20:06,-1.55
202,2021/10/19 20:12,-1.51
203,2021/10/19 20:18,-1.44
204,2021/10/19 20:24,-1.32
205,2021/10/19 20:30,-1.28
206,2021/10/19 20:36,-1.2
207,2021/10/19 20:42,-1.11
208,2021/10/19 20:48,-1.03
209,2021/10/19 20:54,-0.93
210,2021/10/19 21:00,-0.85
211,2021/10/19 21:06,-0.75
212,2021/10/19 21:12,-0.66
213,2021/10/19 21:18,-0.53
214,2021/10/19 21:24,-0.45
215,2021/10/19 21:30,-0.34
216,2021/10/19 21:36,-0.25
217,2021/10/19 21:42,-0.18
218,2021/10/19 21:48,-0.06
219,2021/10/19 21:54,0.04
220,2021/10/19 22:00,0.15
221,2021/10/19 22:06,0.25
222,2021/10/19 22:12,0.38
223,2021/10/19 22:18,0.51
224,2021/10/19 22:24,0.61
225,2021/10/19 22:30,0.72
226,2021/10/19 22:36,0.82
227,2021/10/19 22:42,0.92
228,2021/10/19 22:48,1.01
229,2021/10/19 22:54,1.07
230,2021/10/19 23:00,1.15
231,2021/10/19 23:06,1.21
232,2021/10/19 23:12,1.29
233,2021/10/19 23:18,1.35
234,2021/10/19 23:24,1.41
235,2021/10/19 23:30,1.5
236,2021/10/19 23:36,1.57
237,2021/10/19 23:42,1.62
238,2021/10/19 23:48,1.64
239,2021/10/19 23:54,1.69
240,2021/10/20 00:00,1.73
241,2021/10/20 00:06,1.79
242,2021/10/20 00:12,1.81
243,2021/10/20 00:18,1.82
244,2021/10/20 00:24,1.85
245,2021/10/20 00:30,1.87
246,2021/10/20 00:36,1.89
247,2021/10/20 00:42,1.89
248,2021/10/20 00:48,1.9
249,2021/10/20 00:54,1.9
250,2021/10/20 01:00,1.91
251,2021/10/20 01:06,1.9
252,2021/10/20 01:12,1.9
253,2021/10/20 01:18,1.87
254,2021/10/20 01:24,1.84
255,2021/10/20 01:30,1.8
256,2021/10/20 01:36,1.77
257,2021/10/20 01:42,1.7
258,2021/10/20 01:48,1.64
259,2021/10/20 01:54,1.6
260,2021/10/20 02:00,1.51
261,2021/10/20 02:06,1.45
262,2021/10/20 02:12,1.37
263,2021/10/20 02:18,1.32
264,2021/10/20 02:24,1.26
265,2021/10/20 02:30,1.22
266,2021/10/20 02:36,1.12
267,2021/10/20 02:42,1.02
268,2021/10/20 02:48,0.95
269,2021/10/20 02:54,0.87
270,2021/10/20 03:00,0.76
271,2021/10/20 03:06,0.67
272,2021/10/20 03:12,0.54
273,2021/10/20 03:18,0.44
274,2021/10/20 03:24,0.33
275,2021/10/20 03:30,0.21
276,2021/10/20 03:36,0.1
277,2021/10/20 03:42,0.0
278,2021/10/20 03:48,-0.12
279,2021/10/20 03:54,-0.27
280,2021/10/20 04:00,-0.41
281,2021/10/20 04:06,-0.52
282,2021/10/20 04:12,-0.63
283,2021/10/20 04:18,-0.73
284,2021/10/20 04:24,-0.87
285,2021/10/20 04:30,-0.97
286,2021/10/20 04:36,-1.11
287,2021/10/20 04:42,-1.18
288,2021/10/20 04:48,-1.33
289,2021/10/20 04:54,-1.44
290,2021/10/20 05:00,-1.56
291,2021/10/20 05:06,-1.63
292,2021/10/20 05:12,-1.75
293,2021/10/20 05:18,-1.85
294,2021/10/20 05:24,-1.96
295,2021/10/20 05:30,-2.04
296,2021/10/20 05:36,-2.12
297,2021/10/20 05:42,-2.18
298,2021/10/20 05:48,-2.26
299,2021/10/20 05:54,-2.33
300,2021/10/20 06:00,-2.38
301,2021/10/20 06:06,-2.44
302,2021/10/20 06:12,-2.48
303,2021/10/20 06:18,-2.52
304,2021/10/20 06:24,-2.54
305,2021/10/20 06:30,-2.57
306,2021/10/20 06:36,-2.6
307,2021/10/20 06:42,-2.6
308,2021/10/20 06:48,-2.6
309,2021/10/20 06:54,-2.59
310,2021/10/20 07:00,-2.56
311,2021/10/20 07:06,-2.55
312,2021/10/20 07:12,-2.5
313,2021/10/20 07:18,-2.46
314,2021/10/20 07:24,-2.41
315,2021/10/20 07:30,-2.38
316,2021/10/20 07:36,-2.34
317,2021/10/20 07:42,-2.28
318,2021/10/20 07:48,-2.22
319,2021/10/20 07:54,-2.15
320,2021/10/20 08:00,-2.11
321,2021/10/20 08:06,-2.04
322,2021/10/20 08:12,-1.98
323,2021/10/20 08:18,-1.92
324,2021/10/20 08:24,-1.83
325,2021/10/20 08:30,-1.75
326,2021/10/20 08:36,-1.68
327,2021/10/20 08:42,-1.6
328,2021/10/20 08:48,-1.52
329,2021/10/20 08:54,-1.42
330,2021/10/20 09:00,-1.33
331,2021/10/20 09:06,-1.28
332,2021/10/20 09:12,-1.2
333,2021/10/20 09:18,-1.09
334,2021/10/20 09:24,-0.98
335,2021/10/20 09:30,-0.89
336,2021/10/20 09:36,-0.81
337,2021/10/20 09:42,-0.69
338,2021/10/20 09:48,-0.59
339,2021/10/20 09:54,-0.49
340,2021/10/20 10:00,-0.39
341,2021/10/20 10:06,-0.29
342,2021/10/20 10:12,-0.18
343,2021/10/20 10:18,-0.06
344,2021/10/20 10:24,0.04
345,2021/10/20 10:30,0.14
346,2021/10/20 10:36,0.23
347,2021/10/20 10:42,0.35
348,2021/10/20 10:48,0.46
349,2021/10/20 10:54,0.55
350,2021/10/20 11:00,0.66
351,2021/10/20 11:06,0.76
352,2021/10/20 11:12,0.86
353,2021/10/20 11:18,0.97
354,2021/10/20 11:24,1.04
355,2021/10/20 11:30,1.1
356,2021/10/20 11:36,1.17
357,2021/10/20 11:42,1.27
358,2021/10/20 11:48,1.35
359,2021/10/20 11:54,1.39
360,2021/10/20 12:00,1.47
361,2021/10/20 12:06,1.53
362,2021/10/20 12:12,1.57
363,2021/10/20 12:18,1.61
364,2021/10/20 12:24,1.69
365,2021/10/20 12:30,1.71
366,2021/10/20 12:36,1.74
367,2021/10/20 12:42,1.78
368,2021/10/20 12:48,1.81
369,2021/10/20 12:54,1.84
370,2021/10/20 13:00,1.86
371,2021/10/20 13:06,1.85
372,2021/10/20 13:12,1.87
373,2021/10/20 13:18,1.89
374,2021/10/20 13:24,1.89
375,2021/10/20 13:30,1.88
376,2021/10/20 13:36,1.88
377,2021/10/20 13:42,1.84
378,2021/10/20 13:48,1.82
379,2021/10/20 13:54,1.8
380,2021/10/20 14:00,1.75
381,2021/10/20 14:06,1.68
382,2021/10/20 14:12,1.66
383,2021/10/20 14:18,1.58
384,2021/10/20 14:24,1.53
385,2021/10/20 14:30,1.45
386,2021/10/20 14:36,1.38
387,2021/10/20 14:42,1.29
388,2021/10/20 14:48,1.26
389,2021/10/20 14:54,1.21
390,2021/10/20 15:00,1.13
391,2021/10/20 15:06,1.06
392,2021/10/20 15:12,0.99
393,2021/10/20 15:18,0.88
394,2021/10/20 15:24,0.77
395,2021/10/20 15:30,0.64
396,2021/10/20 15:36,0.55
397,2021/10/20 15:42,0.45
398,2021/10/20 15:48,0.35
399,2021/10/20 15:54,0.2
400,2021/10/20 16:00,0.14
401,2021/10/20 16:06,0.04
402,2021/10/20 16:12,-0.06
403,2021/10/20 16:18,-0.17
404,2021/10/20 16:24,-0.27
405,2021/10/20 16:30,-0.39
406,2021/10/20 16:36,-0.5
407,2021/10/20 16:42,-0.62
408,2021/10/20 16:48,-0.75
409,2021/10/20 16:54,-0.86
410,2021/10/20 17:00,-0.96
411,2021/10/20 17:06,-1.07
412,2021/10/20 17:12,-1.18
413,2021/10/20 17:18,-1.28
414,2021/10/20 17:24,-1.37
415,2021/10/20 17:30,-1.44
416,2021/10/20 17:36,-1.58
417,2021/10/20 17:42,-1.63
418,2021/10/20 17:48,-1.71
419,2021/10/20 17:54,-1.8
420,2021/10/20 18:00,-1.9
421,2021/10/20 18:06,-1.95
422,2021/10/20 18:12,-2.02
423,2021/10/20 18:18,-2.1
424,2021/10/20 18:24,-2.15
425,2021/10/20 18:30,-2.2
426,2021/10/20 18:36,-2.27
427,2021/10/20 18:42,-2.32
428,2021/10/20 18:48,-2.35
429,2021/10/20 18:54,-2.37
430,2021/10/20 19:00,-2.39
431,2021/10/20 19:06,-2.39
432,2021/10/20 19:12,-2.41
433,2021/10/20 19:18,-2.38
434,2021/10/20 19:24,-2.37
435,2021/10/20 19:30,-2.36
436,2021/10/20 19:36,-2.34
437,2021/10/20 19:42,-2.34
438,2021/10/20 19:48,-2.25
439,2021/10/20 19:54,-2.22
440,2021/10/20 20:00,-2.18
441,2021/10/20 20:06,-2.13
442,2021/10/20 20:12,-2.08
443,2021/10/20 20:18,-1.98
444,2021/10/20 20:24,-1.93
445,2021/10/20 20:30,-1.89
446,2021/10/20 20:36,-1.83
447,2021/10/20 20:42,-1.73
448,2021/10/20 20:48,-1.68
449,2021/10/20 20:54,-1.63
450,2021/10/20 21:00,-1.54
451,2021/10/20 21:06,-1.47
452,2021/10/20 21:12,-1.4
453,2021/10/20 21:18,-1.32
454,2021/10/20 21:24,-1.3
455,2021/10/20 21:30,-1.17
456,2021/10/20 21:36,-1.08
457,2021/10/20 21:42,-0.96
458,2021/10/20 21:48,-0.82
459,2021/10/20 21:54,-0.71
460,2021/10/20 22:00,-0.59
461,2021/10/20 22:06,-0.48
462,2021/10/20 22:12,-0.37
463,2021/10/20 22:18,-0.27
464,2021/10/20 22:24,-0.16
465,2021/10/20 22:30,-0.07
466,2021/10/20 22:36,0.07
467,2021/10/20 22:42,0.17
468,2021/10/20 22:48,0.28
469,2021/10/20 22:54,0.38
470,2021/10/20 23:00,0.49
471,2021/10/20 23:06,0.6
472,2021/10/20 23:12,0.71
473,2021/10/20 23:18,0.81
474,2021/10/20 23:24,0.93
475,2021/10/20 23:30,1.02
476,2021/10/20 23:36,1.09
477,2021/10/20 23:42,1.18
478,2021/10/20 23:48,1.26
479,2021/10/20 23:54,1.33
480,2021/10/21 00:00,1.4
481,2021/10/21 00:06,1.47
482,2021/10/21 00:12,1.53
483,2021/10/21 00:18,1.6
484,2021/10/21 00:24,1.67
485,2021/10/21 00:30,1.71
486,2021/10/21 00:36,1.76
487,2021/10/21 00:42,1.8
488,2021/10/21 00:48,1.85
489,2021/10/21 00:54,1.88
490,2021/10/21 01:00,1.91
491,2021/10/21 01:06,1.94
492,2021/10/21 01:12,1.95
493,2021/10/21 01:18,1.96
494,2021/10/21 01:24,1.95
495,2021/10/21 01:30,1.96
496,2021/10/21 01:36,1.97
497,2021/10/21 01:42,1.97
498,2021/10/21 01:48,1.97
499,2021/10/21 01:54,1.95
500,2021/10/21 02:00,1.93
501,2021/10/21 02:06,1.91
502,2021/10/21 02:12,1.87
503,2021/10/21 02:18,1.84
504,2021/10/21 02:24,1.79
505,2021/10/21 02:30,1.76
506,2021/10/21 02:36,1.72
507,2021/10/21 02:42,1.64
508,2021/10/21 02:48,1.59
509,2021/10/21 02:54,1.53
510,2021/10/21 03:00,1.48
511,2021/10/21 03:06,1.39
512,2021/10/21 03:12,1.34
513,2021/10/21 03:18,1.24
514,2021/10/21 03:24,1.16
515,2021/10/21 03:30,1.06
516,2021/10/21 03:36,0.99
517,2021/10/21 03:42,0.9
518,2021/10/21 03:48,0.81
519,2021/10/21 03:54,0.7
520,2021/10/21 04:00,0.6
521,2021/10/21 04:06,0.5
522,2021/10/21 04:12,0.39
523,2021/10/21 04:18,0.29
524,2021/10/21 04:24,0.19
525,2021/10/21 04:30,0.08
526,2021/10/21 04:36,-0.03
527,2021/10/21 04:42,-0.11
528,2021/10/21 04:48,-0.23
529,2021/10/21 04:54,-0.35
530,2021/10/21 05:00,-0.47
531,2021/10/21 05:06,-0.55
532,2021/10/21 05:12,-0.64
533,2021/10/21 05:18,-0.74
534,2021/10/21 05:24,-0.85
535,2021/10/21 05:30,-0.93
536,2021/10/21 05:36,-1.03
537,2021/10/21 05:42,-1.13
538,2021/10/21 05:48,-1.22
539,2021/10/21 05:54,-1.31
540,2021/10/21 06:00,-1.4
541,2021/10/21 06:06,-1.47
542,2021/10/21 06:12,-1.53
543,2021/10/21 06:18,-1.6
544,2021/10/21 06:24,-1.66
545,2021/10/21 06:30,-1.7
546,2021/10/21 06:36,-1.73
547,2021/10/21 06:42,-1.75
548,2021/10/21 06:48,-1.78
549,2021/10/21 06:54,-1.84
550,2021/10/21 07:00,-1.86
551,2021/10/21 07:06,-1.87
552,2021/10/21 07:12,-1.87
553,2021/10/21 07:18,-1.84
554,2021/10/21 07:24,-1.84
555,2021/10/21 07:30,-1.8
556,2021/10/21 07:36,-1.79
557,2021/10/21 07:42,-1.74
558,2021/10/21 07:48,-1.74
559,2021/10/21 07:54,-1.7
560,2021/10/21 08:00,-1.68
561,2021/10/21 08:06,-1.6
562,2021/10/21 08:12,-1.53
563,2021/10/21 08:18,-1.44
564,2021/10/21 08:24,-1.39
565,2021/10/21 08:30,-1.32
566,2021/10/21 08:36,-1.25
567,2021/10/21 08:42,-1.19
568,2021/10/21 08:48,-1.11
569,2021/10/21 08:54,-1.07
570,2021/10/21 09:00,-0.97
571,2021/10/21 09:06,-0.93
572,2021/10/21 09:12,-0.82
573,2021/10/21 09:18,-0.79
574,2021/10/21 09:24,-0.69
575,2021/10/21 09:30,-0.61
576,2021/10/21 09:36,-0.55
577,2021/10/21 09:42,-0.44
578,2021/10/21 09:48,-0.33
579,2021/10/21 09:54,-0.23
580,2021/10/21 10:00,-0.1
581,2021/10/21 10:06,-0.01
582,2021/10/21 10:12,0.12
583,2021/10/21 10:18,0.22
584,2021/10/21 10:24,0.32
585,2021/10/21 10:30,0.41
586,2021/10/21 10:36,0.52
587,2021/10/21 10:42,0.62
588,2021/10/21 10:48,0.74
589,2021/10/21 10:54,0.82
590,2021/10/21 11:00,0.95
591,2021/10/21 11:06,1.05
592,2021/10/21 11:12,1.16
593,2021/10/21 11:18,1.28
594,2021/10/21 11:24,1.39
595,2021/10/21 11:30,1.51
596,2021/10/21 11:36,1.62
597,2021/10/21 11:42,1.73
598,2021/10/21 11:48,1.79
599,2021/10/21 11:54,1.88
600,2021/10/21 12:00,1.95
601,2021/10/21 12:06,2.01
602,2021/10/21 12:12,2.1
603,2021/10/21 12:18,2.17
604,2021/10/21 12:24,2.25
605,2021/10/21 12:30,2.34
606,2021/10/21 12:36,2.42
607,2021/10/21 12:42,2.48
608,2021/10/21 12:48,2.53
609,2021/10/21 12:54,2.59
610,2021/10/21 13:00,2.67
611,2021/10/21 13:06,2.7
612,2021/10/21 13:12,2.76
613,2021/10/21 13:18,2.77
614,2021/10/21 13:24,2.78
615,2021/10/21 13:30,2.77
616,2021/10/21 13:36,2.79
617,2021/10/21 13:42,2.83
618,2021/10/21 13:48,2.82
619,2021/10/21 13:54,2.82
620,2021/10/21 14:00,2.84
621,2021/10/21 14:06,2.82
622,2021/10/21 14:12,2.79
623,2021/10/21 14:18,2.76
624,2021/10/21 14:24,2.7
625,2021/10/21 14:30,2.65
626,2021/10/21 14:36,2.6
627,2021/10/21 14:42,2.54
628,2021/10/21 14:48,2.49
629,2021/10/21 14:54,2.46
630,2021/10/21 15:00,2.38
631,2021/10/21 15:06,2.31
632,2021/10/21 15:12,2.24
633,2021/10/21 15:18,2.2
634,2021/10/21 15:24,2.11
635,2021/10/21 15:30,2.03
636,2021/10/21 15:36,1.99
637,2021/10/21 15:42,1.91
638,2021/10/21 15:48,1.82
639,2021/10/21 15:54,1.68
640,2021/10/21 16:00,1.52
641,2021/10/21 16:06,1.44
642,2021/10/21 16:12,1.38
643,2021/10/21 16:18,1.27
644,2021/10/21 16:24,1.21
645,2021/10/21 16:30,1.07
646,2021/10/21 16:36,0.97
647,2021/10/21 16:42,0.85
648,2021/10/21 16:48,0.73
649,2021/10/21 16:54,0.61
650,2021/10/21 17:00,0.55
651,2021/10/21 17:06,0.43
652,2021/10/21 17:12,0.3
653,2021/10/21 17:18,0.17
654,2021/10/21 17:24,0.07
655,2021/10/21 17:30,-0.06
656,2021/10/21 17:36,-0.16
657,2021/10/21 17:42,-0.26
658,2021/10/21 17:48,-0.38
659,2021/10/21 17:54,-0.5
660,2021/10/21 18:00,-0.62
661,2021/10/21 18:06,-0.69
662,2021/10/21 18:12,-0.76
663,2021/10/21 18:18,-0.87
664,2021/10/21 18:24,-0.99
665,2021/10/21 18:30,-1.08
666,2021/10/21 18:36,-1.15
667,2021/10/21 18:42,-1.23
668,2021/10/21 18:48,-1.32
669,2021/10/21 18:54,-1.39
670,2021/10/21 19:00,-1.43
671,2021/10/21 19:06,-1.48
672,2021/10/21 19:12,-1.51
673,2021/10/21 19:18,-1.59
674,2021/10/21 19:24,-1.64
675,2021/10/21 19:30,-1.69
676,2021/10/21 19:36,-1.71
677,2021/10/21 19:42,-1.72
678,2021/10/21 19:48,-1.71
679,2021/10/21 19:54,-1.75
680,2021/10/21 20:00,-1.75
681,2021/10/21 20:06,-1.74
682,2021/10/21 20:12,-1.73
683,2021/10/21 20:18,-1.73
684,2021/10/21 20:24,-1.68
685,2021/10/21 20:30,-1.67
686,2021/10/21 20:36,-1.61
687,2021/10/21 20:42,-1.58
688,2021/10/21 20:48,-1.53
689,2021/10/21 20:54,-1.52
690,2021/10/21 21:00,-1.45
691,2021/10/21 21:06,-1.4
692,2021/10/21 21:12,-1.36
693,2021/10/21 21:18,-1.3
694,2021/10/21 21:24,-1.23
695,2021/10/21 21:30,-1.14
696,2021/10/21 21:36,-1.1
697,2021/10/21 21:42,-0.99
698,2021/10/21 21:48,-0.91
699,2021/10/21 21:54,-0.82
700,2021/10/21 22:00,-0.73
701,2021/10/21 22:06,-0.65
702,2021/10/21 22:12,-0.55
703,2021/10/21 22:18,-0.44
704,2021/10/21 22:24,-0.34
705,2021/10/21 22:30,-0.25
706,2021/10/21 22:36,-0.16
707,2021/10/21 22:42,-0.11
708,2021/10/21 22:48,0.0
709,2021/10/21 22:54,0.11
710,2021/10/21 23:00,0.2
711,2021/10/21 23:06,0.28
712,2021/10/21 23:12,0.39
713,2021/10/21 23:18,0.52
714,2021/10/21 23:24,0.62
715,2021/10/21 23:30,0.7
716,2021/10/21 23:36,0.76
717,2021/10/21 23:42,0.84
718,2021/10/21 23:48,0.94
719,2021/10/21 23:54,1.03
720,2021/10/22 00:00,1.09
721,2021/10/22 00:06,1.15
722,2021/10/22 00:12,1.23
723,2021/10/22 00:18,1.3
724,2021/10/22 00:24,1.38
725,2021/10/22 00:30,1.43
726,2021/10/22 00:36,1.51
727,2021/10/22 00:42,1.6
728,2021/10/22 00:48,1.65
729,2021/10/22 00:54,1.67
730,2021/10/22 01:00,1.71
731,2021/10/22 01:06,1.73
732,2021/10/22 01:12,1.75
733,2021/10/22 01:18,1.78
734,2021/10/22 01:24,1.8
735,2021/10/22 01:30,1.82
736,2021/10/22 01:36,1.82
737,2021/10/22 01:42,1.83
738,2021/10/22 01:48,1.86
739,2021/10/22 01:54,1.84
740,2021/10/22 02:00,1.83
741,2021/10/22 02:06,1.83
742,2021/10/22 02:12,1.83
743,2021/10/22 02:18,1.82
744,2021/10/22 02:24,1.77
745,2021/10/22 02:30,1.74
746,2021/10/22 02:36,1.7
747,2021/10/22 02:42,1.67
748,2021/10/22 02:48,1.63
749,2021/10/22 02:54,1.59
750,2021/10/22 03:00,1.54
751,2021/10/22 03:06,1.49
752,2021/10/22 03:12,1.44
753,2021/10/22 03:18,1.4
754,2021/10/22 03:24,1.34
755,2021/10/22 03:30,1.29
756,2021/10/22 03:36,1.22
757,2021/10/22 03:42,1.14
758,2021/10/22 03:48,1.06
759,2021/10/22 03:54,0.97
760,2021/10/22 04:00,0.89
761,2021/10/22 04:06,0.85
762,2021/10/22 04:12,0.74
763,2021/10/22 04:18,0.63
764,2021/10/22 04:24,0.53
765,2021/10/22 04:30,0.44
766,2021/10/22 04:36,0.34
767,2021/10/22 04:42,0.22
768,2021/10/22 04:48,0.11
769,2021/10/22 04:54,0.01
770,2021/10/22 05:00,-0.09
771,2021/10/22 05:06,-0.21
772,2021/10/22 05:12,-0.31
773,2021/10/22 05:18,-0.44
774,2021/10/22 05:24,-0.55
775,2021/10/22 05:30,-0.65
776,2021/10/22 05:36,-0.76
777,2021/10/22 05:42,-0.87
778,2021/10/22 05:48,-0.99
779,2021/10/22 05:54,-1.11
780,2021/10/22 06:00,-1.23
781,2021/10/22 06:06,-1.31
782,2021/10/22 06:12,-1.39
783,2021/10/22 06:18,-1.46
784,2021/10/22 06:24,-1.54
785,2021/10/22 06:30,-1.62
786,2021/10/22 06:36,-1.71
787,2021/10/22 06:42,-1.76
788,2021/10/22 06:48,-1.8
789,2021/10/22 06:54,-1.87
790,2021/10/22 07:00,-1.93
791,2021/10/22 07:06,-1.98
792,2021/10/22 07:12,-2.03
793,2021/10/22 07:18,-2.06
794,2021/10/22 07:24,-2.08
795,2021/10/22 07:30,-2.11
796,2021/10/22 07:36,-2.14
797,2021/10/22 07:42,-2.17
798,2021/10/22 07:48,-2.2
